Q7187 gene
Q1788980 criminal-comedy-film
Q178898 gas-compressor
Q1788872 throat-lozenge
Q1788588 engineering-drawing
Q17884 0
Q1788330 cruciform-church
Q178803 0
Q178790 trade-union
Q1787103 0
Q1787056 Kreditleihe
Q178673 0
Q1786347 elemental
Q17861681 GSO-480
Q17860798 Nimbus
Q178600 gingerbread
Q178588 gramophone-record
Q178559 poultry
Q17851719 play-series
Q1784842 corvette-lieutenant
Q1784733 0
Q178436 Constipation
Q178433 lexicology
Q1784293 cordon
Q1784171 Kopulasatz
Q1783915 Volvo-7700
Q178377 0
Q1783551 0
Q178340 0
Q1783115 0
Q1782624 Nieuport-12
Q178190 Obsessive-compulsive-disorder
Q178169 Presbyterianism
Q1781254 Project-89-Kondor-Minesweeper
Q1781198 0
Q178079 meritocracy
Q178061 0
Q178049 0
Q178048 0
Q1780422 navigational-instrument
Q178026 fullerene
Q1780146 0
Q1780020 0
Q177836 0
Q1778351 shopping-bag
Q17781874 climbing-equipment
Q17781833 destruction
Q1778142 0
Q177811 0
Q1778014 0
Q1777803 coalgebra
Q177777 0
Q1777233 0
Q1777144 0
Q1776724 theatre-manager
Q1776156 girls-with-guns
Q177604 alkylation
Q177571 decision-theory
Q1774898 clinic
Q177471 intercontinental-ballistic-missile
Q177463 Charcoal
Q1773974 0
Q177378 0
Q177342 0
Q1773152 0
Q1772864 Pamir-languages
Q1772797 0
Q177254 Hyperopia
Q1771949 0
Q1771733 ocean-escort
Q177166 King-cake
Q1771368 0
Q1770994 0
Q1770971 anti-materiel-rifle
Q17709312 broom-in-Harry-Potter-universe
Q17709279 Attachment
Q176984 0
Q176953 0
Q1768697 Japanese-sword
Q176770 0
Q17651538 0
Q176467 0
Q1763948 0
Q17639282 six-sided-die
Q1762975 parasol
Q17628016 0
Q17627690 Turbo-Commander
Q17627622 community-and-regional-parliament
Q1762591 0
Q1762457 Bedding
Q17623898 0
Q1762339 deep-vein-thrombosis
Q1762308 sideboard
Q1762136 mini-MPV
Q1762059 film-production-company
Q1761786 0
Q176140 0
Q176088 0
Q1760328 RoPax
Q17601336 district
Q17592486 member-of-parliament-of-Finland
Q1759104 0
Q1758764 Polish-diaspora
Q17586598 hitch-knot
Q1758393 inborn-error-of-metabolism
Q1758233 retractable-bridge
Q1758020 psychosurgery
Q1756942 partial-function
Q17566259 badminton-competition
Q1756525 storage-tank
Q1756502 commemorative-stamp
Q1756454 art-theft
Q17560635 0
Q17560478 executable-file-format
Q17556530 Member-of-the-Chamber-of-Deputies-of-Romania
Q1755512 0
Q1755242 nilpotent-group
Q1754817 grain-milk
Q17544424 0
Q17544399 0
Q17542926 electronic-signals-intelligence
Q1754161 county-council-of-Sweden
Q17538825 0
Q17538690 group-of-manifestations
Q1753848 music-workstation
Q17538258 recreative-work
Q1753139 0
Q1752649 total-institution
Q1752571 myelofibrosis
Q175249 hoplite
Q17524420 aspect-of-history
Q1752350 summary-execution
Q1752158 0
Q175208 0
Q17519169 MD-500C
Q17519148 MB-339C
Q17518541 Falcon-900EX
Q1751757 rotor-machine
Q1751753 reconnaissance-vehicle
Q175173 massively-multiplayer-online-role-playing-game
Q1751537 0
Q1751445 0
Q1751429 fast-food-restaurant
Q1751315 stony-iron-meteorite
Q175111 hanging
Q1750884 Pancoast-tumor
Q1750629 platitude
Q17506026 AMX-T
Q17505989 Bell-412HP
Q17505988 Bell-412SP
Q17505987 Bell-412EP
Q17505947 Bell-206B-JetRanger-III
Q17505944 Bell-206A-JetRanger
Q17505743 AH-1P-HueyCobra
Q17505489 0
Q17504961 F-5A-Freedom-Fighter
Q175022 Digital-signal
Q17502009 0
Q17501770 C.16-Typhoon
Q17501731 F-2000A-Typhoon
Q1749879 0
Q17496849 0
Q17496796 0
Q17496379 0
Q17489477 0
Q17489383 F27-400-Friendship
Q17489380 F27-300-Combiplane
Q17488363 economic-historian
Q17488288 space-maneuver
Q17487803 Hawk-Series-200
Q174864 0
Q17486376 sport-shooter
Q174858 0
Q174857 Scoliosis
Q17484740 0
Q17484395 beacon
Q17484018 member-of-the-Vermont-House-of-Representatives
Q174834 0
Q1747853 positional-notation
Q17476594 0
Q1747543 0
Q174733 0
Q17473279 0
Q174727 0
Q1746638 0
Q174583 bullet
Q17458108 A109A
Q17456916 government-commission
Q17455631 Su-7B
Q174520 rose-window
Q17447424 MiG-15-sans-suffixe
Q17446629 F-2
Q17446624 J-2
Q1744574 0
Q17444801 Bell-205-in-Argentine-service
Q17444562 0
Q17444426 0
Q174419 0
Q17441097 F-6
Q17439021 Mirage
Q17438827 0
Q17437945 0
Q1743287 girls'-literature
Q17424288 computing-gunsight
Q17424284 airborne-radar-rangefinder
Q17424250 aircraft-landing-avionics
Q17423561 interrogator
Q17423490 RSIU-4
Q17423303 airborne-radar
Q17422733 ARS-57-Skvorets
Q17417553 JJ-7
Q17417538 MiG-21U
Q17417531 MiG-21M
Q17417448 MiG-21PF
Q17417446 MiG-21F
Q17417417 Ye-2
Q17417182 C-20B-Gulfstream
Q17416974 0
Q174165 0
Q17415909 Su-17M4
Q17415871 Su-17UM
Q17415701 R-29-300
Q17415690 Su-22
Q17415635 Su-17R
Q17415627 Su-20
Q17415559 AL-21F
Q17415543 AL-7F
Q17414829 Party-(Event)
Q17413150 Lynx-Mk.88
Q17412955 Lynx-HMA.8
Q17412937 Seaspray
Q17412855 Lynx-AH1
Q17412547 AW101-Series-500
Q17412515 anti-shipping-strike
Q17407650 0
Q17407648 0
Q17407644 Arrius-1A
Q17407643 Arrius-1
Q17407332 HB350B-Esquilo
Q17407328 0
Q17407325 AS350C-AStar
Q17407316 0
Q17407314 LTP101
Q17407311 LTS101-750
Q17407305 LTS101-650
Q17407304 LTS101-600
Q17407124 Arriel-2B
Q17407116 Arriel-1D
Q17407110 0
Q17407104 0
Q174053 relay
Q17405114 EC145-T2
Q17404871 MD-530F
Q17391638 art-theorist
Q173817 radius
Q1738162 Kele-languages
Q17379796 ritual-vessel
Q1737943 stretcher-bar
Q17379191 0
Q17376890 ISO-639-3-language
Q17374522 Mi-24VN
Q17374521 Mi-24VM
Q17372496 Mi-8/17
Q1737230 cavalry-division
Q17371211 AN/AWG-10
Q17370482 flare-dispenser
Q17370476 chaff-dispenser
Q17370344 AIM-9D-Sidewinder
Q17370259 AN/APQ-100
Q17370258 F-4C-Phantom-II
Q17364042 General-Electric-J79-GE-17
Q17363950 General-Electric-J79-GE-7
Q17363091 0
Q17361393 administrative-territorial-entity-of-Alaska
Q17353908 clast
Q17353780 0
Q17353587 Municipal-council
Q17351672 0
Q1734789 visual-approach-slope-indicator
Q173451 0
Q17345 dormer
Q17344998 percussionist
Q17344952 arachnologist
Q173432 0
Q17342542 Member-of-the-Massachusetts-House-of-Representatives
Q17342 transom-light
Q17339814 group-of-chemical-substances
Q173366 bayonet
Q17335317 Flag-and-coat-of-arms-of-Perlis
Q173350 printed-circuit-board
Q17332977 0
Q173324 samsara
Q173287 0
Q17327492 element-of-a-specific-group-of-the-periodic-table
Q17326046 0
Q173253 sense
Q173245 0
Q173242 woodcut
Q17319727 premium
Q17319653 0
Q17319163 Warranty-(general)
Q17317568 Category-(general)
Q17315728 administrative-territorial-entity-of-Saint-Kitts-and-Nevis
Q173142 digital-signal-processing
Q173106 0
Q17310518 0
Q17309235 administrative-territorial-entity-of-the-Helvetic-Republic
Q17308973 administrative-territorial-entity-of-the-Kingdom-of-Holland
Q17308849 administrative-territorial-entity-of-the-Batavian-Republic
Q1730505 windpump
Q17304930 cell-cycle-phase
Q17304929 M-phase
Q173022 bronchitis
Q17299603 Boiler-(general)
Q17297664 administrative-territorial-entity-of-the-Duchy-of-Livonia
Q17297402 administrative-territorial-entity-of-the-canton-of-Thurgau
Q17297280 0
Q17297222 administrative-territorial-entity-of-the-canton-of-Schwyz
Q172949 0
Q1729207 Christian-ministry
Q1729195 1500-Series-French-submarine
Q1728575 0
Q17281294 geologic-structure
Q17281278 Growth-(general)
Q17276937 0
Q17276480 subdistrict-of-the-canton-of-Ticino
Q17276304 hydrologist
Q172754 World's-Fair
Q172742 Nintendo-Entertainment-System
Q172736 katana
Q17269186 best-of-seven-elimination-tournament
Q172623 0
Q1726215 Process-material
Q17259228 unit-of-amount
Q1725788 0
Q172560 throw
Q1725430 0
Q172378 stance
Q172290 Sulphate
Q1721663 Political-Symbol
Q1721055 coffeepot
Q17195514 political-conference
Q171809 county
Q171799 dhow
Q17176618 smuggler
Q17171698 0
Q17166634 hagiographer
Q17166066 0
Q17165788 South-African-mayor
Q17165362 long-track-speed-skating
Q17163402 S-61
Q1716315 Spring-loaded-camming-device
Q1716019 0
Q17152858 semiconductor-package
Q17152694 cargo-motor-trike
Q17152566 salivary-gland-disease
Q17148672 social-club
Q17147958 intendency
Q17147946 administrative-territorial-entity-of-the-First-Mexican-Empire
Q17147642 autonomous-community
Q17147618 administrative-territorial-entity-of-Guernsey
Q17145920 unpowered-aircraft
Q17144045 weather-spotting
Q17143890 Organic-laser
Q17143723 Parish-(Catholic-Church)
Q17143038 0
Q1714250 0
Q17136110 0
Q17130742 0
Q171283 0
Q17126809 rescuer
Q17125612 lossy-data-conversion
Q171174 direct-democracy
Q1711695 Member-of-the-Scottish-Parliament
Q1711622 Jukunoid-languages
Q171058 opal
Q17104994 Doodlebug-tractor
Q17103180 section
Q17099358 0
Q1709894 journalist-prize
Q17096475 laser-absorption-spectrometry
Q17096218 Southwestern-Mande-languages
Q17093974 6-4-4-6
Q170924 0
Q170885 essential-oil
Q17087755 crossover-cable
Q17083482 0
Q170826 0
Q17080818 0
Q1707999 opaline-glass
Q17078098 layered-double-hydroxides-(LDH)
Q170744 ketone
Q1707296 0
Q1707071 guidance-system
Q17069151 Microcap-stock-fraud
Q17063241 state-funded-school
Q170593 collage
Q1705284 0
Q17050189 0
Q1704982 0
Q170494 body
Q170480 0
Q17047994 0
Q170477 chimney
Q17044757 injury-to-the-ankle-and-foot
Q17044723 traumatic-amputation-of-ankle-and-foot
Q170434 DOS
Q17042980 war-journalism
Q17042140 meteorological-phenomenon
Q170384 operetta
Q170355 0
Q170292 0
Q17028492 hypothetical-technology
Q17023954 0
Q170201 veterinary-medicine
Q170196 0
Q1701671 0
Q170156 confederation
Q17013749 historical-film
Q170087 folk-high-school
Q170084 generalization
Q17005912 Folk-festival
Q170050 0
Q17004976 0
Q17004810 seal
Q17000743 zombie
Q169953 0
Q16990205 Anti-tank-obstacles
Q1697305 motif
Q16963856 aerohydromechanics
Q16960315 detritus
Q16948009 three-wheeled-automobile
Q16947675 gymnast
Q169427 Mi-4
Q16939046 laboratory-mouse
Q16938005 Schorle
Q16935447 Mokole-languages
Q169313 guanine
Q16930160 panoramic-coach
Q169219 albumin
Q16920651 great-great-grandfather
Q1691962 self-mapping
Q16918444 explosive-device
Q169180 ombudsman
Q16912678 0
Q16909472 0
Q16908765 0
Q16908439 0
Q1690779 primary-ciliary-dyskinesia
Q16905563 cycle-of-paintings
Q16905219 early-warning-radar
Q169 mango
Q1689790 explosive-motorboat
Q1689593 0
Q16893617 push-pull-rake
Q168827 prophets-of-Islam
Q16881889 0
Q168796 spirituality
Q16877248 0
Q16875701 animal-painter
Q16873791 0
Q16873390 supraorganization
Q16869178 0
Q16868432 cabinetwork
Q168639 ladder
Q16861991 Euro-commemorative-coins
Q16861792 0
Q168577 robotic-vacuum-cleaner
Q1685363 propagandist
Q1684580 0
Q16844937 0
Q1684170 0
Q168417 0
Q1683902 0
Q16837407 0
Q16837104 Bairro
Q168346 monogram
Q1683295 0
Q16830344 feminist
Q168263 Tortell
Q1682434 smoked-meat
Q1682108 vision
Q167968 0
Q16796509 Dongle
Q167903 landslide
Q167884 burqa
Q167844 conjunctivitis
Q1678289 hunting-lodge
Q167810 0
Q167772 digital-container-format
Q16776936 Plakette
Q167745 0
Q16773055 object-aggregation
Q16766456 administrative-territorial-entity-of-Vanuatu
Q167563 0
Q1675611 0
Q16751551 borough-of-Brescia
Q16746942 0
Q167447 0
Q16744266 member-of-the-National-Assembly-of-South-Africa
Q16743958 genre-of-painting
Q16743941 metaphysician
Q16742203 planetary-scientist
Q16740861 0
Q16738818 GE-U28C
Q16735822 history-museum
Q16735601 0
Q167346 botanical-garden
Q1673271 0
Q16725895 visa-policy
Q1672504 0
Q167178 scabies
Q16710795 0
Q1670804 0
Q1670705 0
Q16705798 fictional-bridge
Q16702367 0
Q16700016 0
Q1669557 Electroanalytical-method
Q166898 0
Q1668313 0
Q1668151 0
Q16681168 cargo-tricycle
Q1668020 Internet-fraud
Q16676881 Credenza
Q16676353 0
Q1666941 International-Standard-Payload-Rack
Q16669409 wax-painting
Q1666214 intermediate-bulk-container
Q166620 drainage-basin
Q16656295 Babylonian-art
Q1665268 0
Q16652139 0
Q1665191 0
Q1664338 inquisitor
Q166409 0
Q16639345 0
Q1663833 0
Q16632615 fictional-pony
Q1663054 ingestion
Q1662561 paleontologist
Q166253 0
Q166211 random-element
Q1662089 0
Q1661414 0
Q16614000 0
Q16611574 social-reformer
Q1661080 small-press
Q166046 ammeter
Q1659862 nominal-good
Q1659844 Ministry-of-Information
Q165970 touchscreen
Q165947 0
Q165848 ocean-surface-wave
Q165752 0
Q16568456 0
Q1656696 Idealverein
Q165654 constable
Q165580 0
Q165510 Argonauts
Q16547014 Cessna-U-27A-Caravan
Q1654577 0
Q165436 0
Q165369 0
Q165254 turquoise
Q16524585 0
Q1651704 0
Q165137 0
Q16513639 fictional-tree
Q1651237 0
Q165115 0
Q1651044 0
Q1650904 0
Q1650727 song-book
Q1650645 mid-vowel
Q16505822 0
Q1650567 dynamic-web-page
Q16504452 Category:Sports-competitions-in-Ukraine-by-city
Q16504210 0
Q1650350 0
Q165029 0
Q16502 0
Q16487660 political-party-assembly
Q16487126 political-convention
Q1648707 0
Q1648546 History-of-Nepal
Q1647142 parish-or-dependency-of-Antigua-and-Barbuda
Q1647099 Sindar
Q164667 Arabic-languages
Q1645999 rescue-and-salvage-ship
Q164597 0
Q1645952 unofficial-patch
Q1645840 0
Q1645817 streaming-server
Q164509 omnivore
Q164444 0
Q16441793 0
Q164400 active-electronically-scanned-array
Q1643989 legal-tender
Q1643757 0
Q1643652 0
Q164273 East-Semitic-languages
Q164236 war-correspondent
Q164160 0
Q1641556 0
Q1641351 0
Q164099 hoard
Q1640860 Hyperaldosteronism
Q1640676 0
Q1640403 0
Q164 square
Q1639825 blacksmith
Q1639024 mathematical-software
Q16389858 0
Q163887 collective-agreement
Q163875 cardinal-number
Q16387 0
Q1638229 0
Q1638140 Hypopyon
Q1637842 0
Q163770 Jujutsu
Q163759 horn
Q1637151 lunula
Q1637030 0
Q16363493 fictional-forest
Q163569 0
Q16354707 0
Q163500 captain
Q1634879 Encephalomyelitis
Q163454 0
Q163373 pipette
Q1633693 0
Q16335331 Holocaust-survivor
Q16335296 historical-profession
Q16334477 USCG-Utility-Boat
Q16334430 Latin-Americanist
Q1633408 concelho
Q163310 0
Q1633021 Lodestar
Q16326794 mythological-serpent
Q16323955 railway-service
Q163233 0
Q16314361 lexicologist
Q163082 0
Q162996 Northwest-Semitic-languages
Q1629605 0
Q16294794 0
Q1629330 0
Q162908 0
Q162875 mausoleum
Q16287483 opinion-journalist
Q1628266 hormone-therapy
Q16281726 0
Q16281700 0
Q16278508 0
Q16278259 0
Q1627719 0
Q162768 personal-digital-assistant
Q16276646 0
Q16275218 0
Q16271261 malacologist
Q16266743 0
Q162657 0
Q16263503 intendancy-of-the-Spanish-Empire
Q16259746 0
Q162555 0
Q16247319 0
Q16244900 0
Q16237489 coniferous-forest
Q162339 stethoscope
Q162324 International-Style
Q162314 Roman-law
Q162272 viral-hemorrhagic-fever
Q162266 hemolytic-uremic-syndrome
Q1622602 0
Q16220853 cruiser-submarine
Q1622062 university-library
Q16214696 ship-project
Q1621080 olive
Q16209265 0
Q1620797 historic-district-in-the-United-States
Q162034 Hip-roof
Q161944 deacon
Q161885 0
Q1617851 0
Q161779 Spatial-reference-system
Q1617706 high-electron-mobility-transistor
Q161733 0
Q161726 multinational-corporation
Q1617240 0
Q161696 0
Q1616828 0
Q1616724 0
Q161635 0
Q1616178 heterarchy
Q1616141 theory-of-personnality
Q16155280 Product-certification
Q16153818 protected-area-of-Chile
Q16148274 0
Q16146522 Christian-revival
Q1614239 0
Q161398 force-majeure
Q1613912 0
Q161358 wing
Q161272 0
Q16112843 Southern-Dravidian-languages
Q16110 region-of-Italy
Q161078 0
Q161071 screwdriver
Q16103215 boat-type
Q16102139 0
Q160853 F-84-Thunderjet
Q1607773 Signage
Q1607417 vertical-search-engine
Q16062369 oncologist
Q16056295 Culture-of-Maharashtra
Q16054554 0
Q1604735 0
Q16039692 0
Q16038819 duration
Q16023925 story-teller
Q16023913 0
Q160232 0
Q160137 ballpoint-pen
Q160128 treason
Q160082 0
Q160047 Maglev-train
Q16002161 air-cargo
Q160016 member-state-of-the-United-Nations
Q16001535 0
Q16000355 toroidal-polyhedron
Q16000066 Compound-steam-engine
Q160 0
Q159998 bassoon
Q159979 twin
Q15991290 Professional-sport-league
Q15991263 auctioneer
Q15991203 industrial-process
Q15991187 grammarian
Q159904 Affect
Q15986539 sports-official
Q15982656 contractor
Q15980697 postal-car
Q15979724 principal-area-of-Wales
Q15978631 0
Q15978441 Bonnet
Q15978181 disabled-person
Q15977971 woodworker
Q15976717 sociolinguist
Q15976341 slavicist
Q15976327 onomastician
Q15976092 artificial-intelligence-researcher
Q15975358 0
Q15974976 anallagmatic-curve
Q15974883 0
Q15974353 Japanese-festivals
Q15972201 0
Q15966904 printmaker
Q15964890 member-of-the-House-of-Commons-of-Canada
Q15964794 paper-product
Q1596387 0
Q15961983 radio-genre
Q15958642 political-writer
Q1595639 local-museum
Q15947183 pentadecahedron
Q15943568 0
Q159408 hibernation
Q159385 0
Q159344 0
Q15925718 cultural-community
Q15925542 cultural-generation
Q15925428 0
Q159226 alkyne
Q15921693 test-flight
Q15920927 Fokker-F.VIIa/1m
Q15920602 0
Q15919135 horror-short-story
Q15917122 rotating-variable-stars
Q1591675 Hawker-Horsley
Q1591662 Hawker-Demon
Q15916502 guilty-plea
Q15904214 wine-press
Q15901936 district-of-South-Korea
Q15901013 Piper-PA-31T-Cheyenne-I
Q15900698 Lycoming-TIGO-541
Q15900616 event-sequence
Q15898201 0
Q158970 tort
Q15896999 Piper-PA-31P-Pressurized-Navajo
Q15896625 Arriel-1E
Q15896346 retractable-landing-gear
Q15896028 defunct-sports-team
Q15895907 administrative-territorial-entity-of-the-Achaemenid-Empire
Q15894691 0
Q15890567 Beechcraft-F33A-Bonanza
Q15890562 Beechcraft-F33-Bonanza
Q15890528 Beechcraft-Model-E33A-Bonanza
Q15890518 Beechcraft-Model-E33-Bonanza
Q15890197 0
Q15888238 Beechcraft-Model-35-C33-Debonair
Q15887718 real-estate-company
Q1588017 hammered-dulcimer
Q158790 0
Q1587699 0
Q15858169 0
Q1585753 Urethral-stricture
Q15855449 stage-magician
Q15855160 Throwing-sport
Q15850590 theatrical-genre
Q15849663 energy-company
Q158454 biosphere-reserve
Q15841686 Ramelaic-languages
Q15838897 King-Air-A100
Q15838880 King-Air-F90
Q158382 0
Q1583807 art-music
Q15831484 crash-landing
Q15831411 Caproni-Ca.58
Q15831379 Caproni-Ca.48
Q15831340 0
Q15830892 Cessna-210R-Centurion
Q15830887 Cessna-210N-Turbo-Centurion
Q15830886 Cessna-210N-Centurion
Q15829896 Cessna-P210-Pressurized-Centurion
Q15829875 Cessna-210M-Centurion
Q15829850 Cessna-210K-Centurion
Q15829840 Cessna-210J-Centurion
Q15829836 Cessna-210H-Centurion
Q15829825 Cessna-210G-Centurion
Q15829819 Cessna-210F-Centurion
Q15824718 Kurzschwinge
Q1581845 Mediastinitis
Q15818142 0
Q15817996 Sikorsky-UH-60A-Black-Hawk
Q15808 0
Q15806255 0
Q1579577 Geocentric-orbit
Q1578310 0
Q15777392 0
Q1577470 0
Q1576693 gondola-lift
Q1575231 hand-drum
Q1574938 trade-route
Q157484 0
Q1573555 oidor
Q15733595 Tu-134A
Q15731648 fictional-dish-or-type-of-food
Q15729138 administrative-territorial-entity-of-the-Faroe-Islands
Q1572895 0
Q15727816 painting-series
Q15726223 administrative-territorial-entity-of-the-Kingdom-of-Hungary
Q15726071 Hindu-pilgrimage
Q15725999 binding
Q1572357 locally-convex-topological-vector-space
Q1572121 image-file-format
Q15720625 fictional-dog
Q15720564 superhero-group
Q157195 0
Q1571801 intramolecular-force
Q157139 0
Q15712550 0
Q15712205 intercity-bus-company
Q15711797 Finance-Ministry
Q15710834 vehicle-equipment
Q15709883 statistical-definitions
Q15709480 computational-biologist
Q1570662 0
Q1570561 planning-region-of-Germany
Q157037 nuncio
Q1570182 0
Q1569963 armed-merchantman
Q156945 rear-admiral
Q15690029 fictional-educational-institution
Q156894 Fi-156-Storch
Q156849 sewer
Q1568240 PDP-10
Q1568118 personal-information-manager
Q1567924 0
Q15679210 horse-racing-venue
Q1567371 0
Q15665807 rapid-transit
Q15665526 Canadair-CL-601-1A-Challenger
Q15665004 CC-144
Q1566 0
Q15654425 electronic-toy
Q156537 0
Q15651406 CL-600-Challenger
Q15647248 coxswain
Q15646843 protein-protein-interaction-assay
Q15646758 catadioptric-telescope
Q15646733 administrative-territorial-entity-of-Monaco
Q15645060 administrative-territorial-entity-of-Saint-Lucia
Q15644881 administrative-territorial-entity-of-the-Byzantine-Empire
Q15644823 administrative-territorial-entity-of-Bahrain
Q15644788 administrative-territorial-entity-of-Kuwait
Q15644156 Britten-Norman-BN-2A-9-Islander
Q15644137 Britten-Norman-BN-2A-7-Islander
Q15644114 Britten-Norman-BN-2A-8-Islander
Q15644076 O-540-E4C5
Q15643925 administrative-territorial-entity-of-the-Solomon-Islands
